photo_id,subject,modality,object_name_normalized,object_name,object_name_verified,instrument,title,flickr_url,date_taken,source_tag_label,rationale,confidence,release_group,near_duplicate_group,is_primary,flickr_tags,description,has_embedding,model,codebook_version
54986601201,exoplanet,spectrum_or_plot,TOI-561 b,TOI-561 b,true,NIRSpec,Super-Earth Exoplanet TOI-561 b (NIRSpec Emission Spectrum),https://www.flickr.com/photos/nasawebbtelescope/54986601201,2025-12-15 16:21:20,unclassified,NIRSpec secondary eclipse emission spectrum of exoplanet TOI-561 b showing wavelength-dependent brightness data with atmospheric models.,high,super earth exoplanet toi 561 b,436,true,"","An emission spectrum captured by NIRSpec (the Near-Infrared Spectrograph) on NASA’s James Webb Space Telescope in May 2024 shows the brightness of different wavelengths of 3- to 5-micron light coming from the ultra-hot super-Earth exoplanet TOI-561 b. Comparisons of the data to theoretical models suggest that the planet is not a bare rock, but is instead surrounded by a volatile-rich atmosphere. The data (white circles) are based on measurements of the change in brightness of the star-planet system before, during, and after the secondary eclipse, when the planet moves behind the star. Although TOI-561 b is too close to the star to see on its own, the amount of light coming from the planet can be calculated by subtracting the brightness of the star (measured when the planet is behind the star) from the brightness of the planet and star combined (measured when the planet is beside the star). TOI-561 b is thought to be tidally locked, which means that most of the planetary light measured during this observation is coming from the dayside. Three model spectra are shown for comparison. If TOI-561 b has a dark bare-rock surface with no atmosphere (smooth gray line), or a thin rock-vapor atmosphere (jagged purple line), the dayside of the planet should appear significantly brighter than it actually does. Instead, the data are much more consistent with an atmosphere rich in volatiles like water, oxygen, and carbon dioxide. (The model shown here assumes an atmosphere that is 100% water vapor.) A thick volatile-rich atmosphere absorbs some of the near-infrared light emitted by the surface, which reduces the amount that reaches the telescope. This makes the planet appear dimmer than it would with no atmosphere or a very thin layer or vaporized rock. A thick atmosphere also acts to distribute heat around the planet via winds, cooling the dayside and heating the nightside. Read more: Webb observed the TOI-561 system continuously for more than 37 hours, capturing nearly four full orbits, including four consecutive secondary eclipses. Illustration: NASA, ESA, CSA, Ralf Crawford (STScI) Science: Johanna Teske (Carnegie Science Earth and Planets Laboratory), Anjali Piette (University of Birmingham), Tim Lichtenberg (Groningen), Nicole Wallack (Carnegie Science Earth and Planets Laboratory) Read more: <a href=""https://science.nasa.gov/missions/webb/nasas-webb-detects-thick-atmosphere-around-broiling-lava-world/"" rel=""noreferrer nofollow"">science.nasa.gov/missions/webb/nasas-webb-detects-thick-a...</a> Image description: Infographic titled “Hot Lava World TOI-561 b: Secondary Eclipse Emission Spectrum: NIRSpec Bright Object Time-Series Spectroscopy (G395H)” showing a graph of brightness versus wavelength ranging from 2.7 to 5.1 microns. Data points are plotted as white circles with error bars, along with three models: bare rock with no atmosphere (gray line), thin rock-vapor atmosphere (purple line), and thick volatile-rich atmosphere (yellow line). The gray bare-rock model is smooth and plots highest on the graph (most light detected). The purple rock-vapor model is jagged, with sharp peaks, some of which plot higher than the bare rock model. The yellow volatile-rich model plots lowest on the graph, with gentler peaks and valleys. The 7 data points closely follow the volatile-rich model: 5 lie directly on the line (3.0, 3.3, 3.6, 4.3, 4.9 microns), one (4.0) is slightly lower, and one (4.6) slightly higher. Background artwork shows a planet with a thick atmosphere over a partly molten surface.",true,claude-haiku-4-5,v6
55207888170,exoplanet,annotated_image,29 Cygni b,29 Cygni b,true,unknown,https://science.nasa.gov/missions/webb/nasas-webb-redefines-dividing-line-between-planets-stars/,https://www.flickr.com/photos/nasawebbtelescope/55207888170,2026-03-01 10:00:00,,"Direct imaging of exoplanet 29 Cygni b with coronagraphic masking. Labels (A, b) and trapezoid mask added to observational data.",high,https science nasa gov missions webb nasas webb redefines dividing line between planets stars,468,true,29cygnib,"A big question about a big object - planet or star? Webb directly imaged 29 Cygni b, an object 15 times more massive than Jupiter. In order to be able to classify it as a star or a planet, astronomers needed to figure out how it was formed. Stars and planets result from two different processes.  Stars form from clouds of gas that fragment into pieces, each piece collapsing under its own gravity, growing smaller and denser. Planets result from small bits of rock and ice clumping together, and growing larger over time, with the largest planets then collecting gas to become like Jupiter. But is it possible such a big planet could have formed this way? The answer is yes. Here’s what the data showed us. Webb detected the presence of carbon dioxide and carbon monoxide, providing strong evidence that 29 Cygni b is rich in heavier elements. This is consistent with objects that formed from a proto-planetary disk. Additionally, astronomers were able to determine that the angle of this planet’s orbit is aligned with the axis around which its star spins. This is similar to what we see in our own solar system. Scientists are gathering data on three other targets that have similar profiles to 29 Cygni b, which will give us more insight into how the largest of planets form. Read more: <a href=""https://science.nasa.gov/missions/webb/nasas-webb-redefines-dividing-line-between-planets-stars/"" rel=""noreferrer nofollow"">science.nasa.gov/missions/webb/nasas-webb-redefines-divid...</a> Credit: Image: NASA, ESA, CSA, William Balmer (JHU, STScI), Laurent Pueyo (STScI); Image Processing: Alyssa Pagan (STScI) Image Description: A black square labeled “29 Cyg” at upper right. In the middle, a white star symbol is surrounded by a small blue trapezoid that widens from upper left to lower right of the star. The star is labeled with a capital A. The trapezoid indicates where the star’s light has been blocked by a coronagraph. To the star’s left beyond the blue trapezoid at 8 o’clock is a fuzzy white blob labeled with a lower-case b. ",true,claude-haiku-4-5,v6
52211586681,galaxy,image,Stephan's Quintet,Stephan's Quintet,true,MIRI,"NASA’s Webb Sheds Light on Galaxy Evolution, Black Holes",https://www.flickr.com/photos/nasawebbtelescope/52211586681,2022-07-12 11:09:54,observatory / engineering,Direct MIRI observation of Stephan's Quintet showing interacting galaxies with dust and star-forming regions. Caption explicitly names MIRI and describes the mid-infrared data.,high,nasa s webb sheds light on galaxy evolution black holes,12,false,jwst|webb|james|space|telescope|recentbestof|topimages|bestof|firstimages,"Galactic high five! In the James Webb Space Telescope’s image of Stephan’s Quintet, we see 5 galaxies, 4 of which interact. (The left galaxy is actually in the foreground!) These colliding galaxies are pulling and stretching each other in a gravitational dance. Webb will revolutionize our knowledge of star formation and gas interactions within: nasa.gov/webbfirstimages/ Here’s Stephan’s Quintet as taken by Webb’s MIRI instrument. In the mid-infrared, Webb pierces through dust, giving new insight into how interactions like these may have driven galaxy evolution in the early universe. This image contains one more MIRI filter than was used in the NIRCam-MIRI composite picture. The image processing specialists at the Space Telescope Science Institute in Baltimore opted to use all three MIRI filters and the colors red, green and blue to most clearly differentiate the galaxy features from each other and the shock waves between the galaxies. In this image, red denotes dusty, star-forming regions, as well as extremely distant, early galaxies and galaxies enshrouded in thick dust. Blue point sources show stars or star clusters without dust. Diffuse areas of blue indicate dust that has a significant amount of large hydrocarbon molecules. For small background galaxies scattered throughout the image, the green and yellow colors represent more distant, earlier galaxies that are rich in these hydro carbons as well. Credits: NASA, ESA, CSA, and STScI Image description Stephan’s Quintet, a collection of five galaxies, as seen by MIRI on the James Webb Space Telescope. The galaxies all glow in different colors, surrounded by lacy, glowing clouds of gas and dust. Four of the five are centered in the image. Three are visibly spiral galaxies, with tendrils extending out from their glowing centers. The galaxy farthest to the left appears slightly more clearly, with vibrant blue lacing surrounding the oval-shaped light of the galaxy. This is because the farthest left galaxy is not interacting with the other four; it’s actually far in the foreground from the others. The galaxies all appear against a field of sparkling stars and other, farther galaxies.",true,claude-haiku-4-5,v6
52211834869,galaxy,comparison_composite,SMACS 0723,SMACS 0723,true,multiple,Webb's First Deep Field (NIRSpec Emission Spectrum),https://www.flickr.com/photos/nasawebbtelescope/52211834869,2022-07-12 10:57:32,observatory / engineering,Two distinct panels: NIRCam imaging (top) and NIRSpec spectrum (bottom). Both show data of a high-redshift galaxy; spectrum reveals elemental composition.,high,webb s first deep field,14,false,jwst|webb|jameswebbspacetelescope|firstimages,"This galaxy emitted its light 13.1 billion years ago. It was captured by Webb’s microshutter array, part of its Near-Infrared Spectrograph (NIRSpec). This instrument is so sensitive that it can observe the light of individual galaxies that existed in the very early universe. This will prove transformational for research. Webb’s capabilities have allowed scientists to observe spectra of galaxies this far away for the first time. When researchers stretch out the light of an individual galaxy into a spectrum, like the graph shown above, they can learn about the chemical composition, temperature, and density of the galaxy’s ionized gas. For example, this galaxy’s spectrum will reveal the properties of its gas, which will indicate how its stars are forming and how much dust it contains. These data are rich – and have never before been detected from this far away at this quality. As astronomers begin analyzing Webb’s data, we will learn an incredible amount about galaxies that existed all across cosmic time – and how they compare to the beautiful spiral and elliptical galaxies in the nearby universe. Want to capture your own spectra with Webb’s microshutter array? Learn how scientists use the instrument by “taking” your own observations in this interactive and analyze the spectra it returns. For a full array of Webb’s first images and spectra, including downloadable files, please visit: <a href=""https://webbtelescope.org/news/first-images"" rel=""noreferrer nofollow"">webbtelescope.org/news/first-images</a> NIRSpec was built for the European Space Agency (ESA) by a consortium of European companies led by Airbus Defence and Space (ADS) with NASA’s Goddard Space Flight Center providing its detector and micro-shutter subsystems. Credits: IMAGE: NASA, ESA, CSA, STScI Image description: Infographic titled “Distant Galaxy in SMACS 0723, Webb Spectrum Showcases a Galaxy’s Composition; NIRCam Imaging and NIRSpec Microshutter Array Spectroscopy.” At the top is a thin horizontal reference image of the galaxy cluster, labeled NIRCam Imaging. A zoom-in in view of one galaxy in the field is pulled out. The pull-out image shows a red pixelated blob. The image is labeled 13.1 billion years to indicate the age of the light shown. Below this is a spectrum of the galaxy, labeled NIRSpec Microshutter Array Spectroscopy. It is plotted as a line graph of brightness versus wavelength. The overall shape of the line is flat with many prominent spike-like peaks. Ten peaks are labeled with the element that is emitting that wavelength of light. From left to right (shorter to longer wavelength) the peaks are: oxygen, neon, hydrogen, neon, hydrogen, hydrogen, oxygen, hydrogen, oxygen.",true,claude-haiku-4-5,v6
52258025987,galaxy,image,Cartwheel Galaxy,Cartwheel Galaxy,true,MIRI,Cartwheel Galaxy (MIRI),https://www.flickr.com/photos/nasawebbtelescope/52258025987,2022-08-02 15:16:53,galaxy,Webb MIRI observation of Cartwheel Galaxy and companion galaxies. Title and caption clearly identify the instrument and primary object.,high,cartwheel galaxy,22,false,cartwheelgalaxy|eso35040|am0035335,"This image from Webb’s Mid-Infrared Instrument (MIRI) shows a group of galaxies, including a large distorted ring-shaped galaxy known as the Cartwheel. The Cartwheel Galaxy, located 500 million light-years away in the Sculptor constellation, is composed of a bright inner ring and an active outer ring. While this outer ring has a lot of star formation, the dusty area in between reveals many stars and star clusters. The mid-infrared light captured by MIRI reveals fine details about these dusty regions and young stars within the Cartwheel Galaxy, which are rich in hydrocarbons and other chemical compounds, as well as silicate dust, like much of the dust on Earth. Young stars, many of which are present in the bottom right of the outer ring, energize surrounding hydrocarbon dust, causing it to glow orange. On the other hand, the clearly defined dust between the core and the outer ring, which forms the “spokes” that inspire the galaxy’s name, is mostly silicate dust. The smaller spiral galaxy to the upper left of Cartwheel displays much of the same behavior, showing a large amount of star formation. Image credits: NASA, ESA, CSA, STScI, Webb ERO Production Team Image description: A large galaxy on the right, with two smaller companion galaxies to the left 10 o’clock &amp; 9 o’clock. The large galaxy dominates the frame. It resembles a ghostly wheel with spindly blue-white spokes revolving around a glowing core. The outer edges of the wheel are faint dots of yellow, pink and blue, with some gaps in between. The bottom right edge is marked by a large 8-pointed star. The smaller galaxies on the left look very different from each other. The top galaxy appears to be constructed of the same yellow, pink, &amp; blue speckles as the larger galaxy’s outer ring, with a similar light blue core. Its shape is less recognizable as a spiral; it looks like a chaotic oval smattering of dots. The galaxy below it glows as one large point of blue light. It starts almost white at its core and fades outward to darker and darker blue until the color dissipates into the black behind it. Sprinkled in the black background are specks of pink, blue, yellow &amp; orange, which are distant galaxies.",true,claude-haiku-4-5,v6
52258939646,galaxy,image,Cartwheel Galaxy,Cartwheel Galaxy,true,multiple,Cartwheel Galaxy (NIRCam and MIRI Composite Image),https://www.flickr.com/photos/nasawebbtelescope/52258939646,2022-06-20 15:46:56,galaxy,"Direct NIRCam and MIRI composite image of Cartwheel Galaxy and companions. Single blended frame, not panelled. Title explicitly names both instruments.",high,cartwheel galaxy,23,false,cartwheelgalaxy|eso35040|am0035335,"This image of the Cartwheel and its companion galaxies is a composite from Webb's Near-Infrared Camera (NIRCam) and Mid-Infrared Instrument (MIRI), which reveals details that are difficult to see in the individual images alone. This galaxy formed as the result of a high-speed collision that occurred about 400 million years ago. The Cartwheel is composed of two rings, a bright inner ring and a colorful outer ring. Both rings expand outward from the center of the collision like shockwaves. However, despite the impact, much of the character of the large, spiral galaxy that existed before the collision remains, including its rotating arms. This leads to the &quot;spokes&quot; that inspired the name of the Cartwheel Galaxy, which are the bright red streaks seen between the inner and outer rings. These brilliant red hues, located not only throughout the Cartwheel, but also the companion spiral galaxy at the top left, are caused by glowing, hydrocarbon-rich dust. In this near- and mid-infrared composite image, MIRI data are colored red while NIRCam data are colored blue, orange, and yellow. Amidst the red swirls of dust, there are many individual blue dots, which represent individual stars or pockets of star formation. NIRCam also defines the difference between the older star populations and dense dust in the core and the younger star populations outside of it. Webb's observations capture the Cartwheel in a very transitory stage. The form that the Cartwheel Galaxy will eventually take, given these two competing forces, is still a mystery. However, this snapshot provides perspective on what happened to the galaxy in the past and what it will do in the future. Image credit: NASA, ESA, CSA, STScI Image description: A large galaxy on the right, with two much smaller companion galaxies to the left at 10 o’clock and 9 o’clock. The large galaxy resembles a speckled wheel, with an oval outer ring and a small, off-center inner ring. The outer ring contains pink plumes like wheel spokes, with dusty blue regions in between. The pink areas are silicate dust, while the blue areas are pockets of young stars and hydrocarbon dust. The inner ring is smoother, filled in with a more uniform pale pink. This smaller ring is interwoven with thin, orange-pink threads. On the galaxy's right edge, a bright white star with 8 diffraction spikes shines. The two companion galaxies to the left, one above the other, are about the same size and both spiral galaxies. The galaxy above is a reverse S shape but similar in coloring and texture as the large ring galaxy. The galaxy below is smoother and largely white, with a blue tinge. The background is black and full of more distant, orange-red colored galaxies of various sizes.",true,claude-haiku-4-5,v6
52259192381,galaxy,comparison_composite,Cartwheel Galaxy,Cartwheel Galaxy,true,multiple,Cartwheel Galaxy - Hubble and Webb,https://www.flickr.com/photos/nasawebbtelescope/52259192381,2022-08-02 16:59:00,galaxy,Split-panel comparison of Hubble (top) and Webb (bottom) observations of the same target. Real observational data from both telescopes.,high,cartwheel galaxy hubble and webb,24,true,jwst|hubble|webb|cartwheelgalaxy,"Any way you slice it, the Cartwheel Galaxy is magnificent to behold. The top half of this image shows the galaxy as seen by NASA's Hubble Space Telescope in visible light, while the lower half of this image shows the James Webb Space Telescope's infrared view. Hubble and Webb will continue to work together to provide complementary views of the universe. Good news: more images from Webb are on their way! But first, scientists will need time to analyze data and make sure they understand what they’re seeing. Science is a collaborative process, and you may have seen some preliminary findings from Webb data already. Before NASA can publicize news results, we have to wait for findings to be peer-reviewed — meaning that scientists have checked each other’s work. Where can you find Webb images? What’s Webb looking at right now? Our latest blog post has it all: <a href=""https://go.nasa.gov/3d0aGOq"" rel=""noreferrer nofollow"">go.nasa.gov/3d0aGOq</a> Image description: A labeled image, divided horizontally, that shows a Hubble view and Webb view of the same target. Together, the split views show a large galaxy on the right and two much smaller spiral galaxies on the left, one above the other. The top half of the image is labeled as Hubble’s view, and features the upper half of the large galaxy and one of the small galaxies. The upper half of the large galaxy looks like a bright blue ring with wispy light blue shimmers in a pattern like wheel spokes. Near the right edge of the large galaxy is a bright yellow star with four spikes. On the left, the first of the small galaxies is a similar blue as the top half of the large galaxy. The lower half of the image is labeled as Webb’s view, and features the lower half of the large galaxy and the other small galaxy. The lower half of the large galaxy looks like a pink speckled wheel, with detailed pink plumes as wheel spokes and dusty blue in between each spoke. The second of the small galaxies on the left is bluish white. While both the Hubble and Webb views feature a black background, many more distant orange-red specks, or galaxies, can be seen in the lower half of the image.",true,claude-haiku-4-5,v6
52259483705,galaxy,image,Cartwheel Galaxy,Cartwheel Galaxy,true,NIRCam,Cartwheel Galaxy (NIRCam only),https://www.flickr.com/photos/nasawebbtelescope/52259483705,2022-06-20 15:46:56,galaxy,Direct NIRCam image of Cartwheel Galaxy and companion galaxies. Title explicitly names instrument. Subject is the primary Cartwheel Galaxy structure and morphology.,high,cartwheel galaxy,25,true,cartwheelgalaxy|eso35040|am0035335,"This image of the Cartwheel and its companion galaxies is from Webb’s Near-Infrared Camera (NIRCam). This galaxy formed as the result of a high-speed collision that occurred about 400 million years ago. The Cartwheel is composed of two rings, a bright inner ring and a colorful outer ring. Both rings expand outward from the center of the collision like shockwaves. However, despite the impact, much of the character of the large, spiral galaxy that existed before the collision remains, including its rotating arms. In this near-infrared image, NIRCam data are colored blue, orange, and yellow. NIRCam also defines the difference between the older star populations and dense dust in the core and the younger star populations outside of it. Webb’s observations capture the Cartwheel in a very transitory stage. The form that the Cartwheel Galaxy will eventually take, given these two competing forces, is still a mystery. However, this snapshot provides perspective on what happened to the galaxy in the past and what it will do in the future. Image credit: NASA, ESA, CSA, STScI Image description: A large galaxy on the right, with two smaller companion galaxies to the left 10 o’clock &amp; 9 o’clock. The large galaxy dominates the frame. It resembles a ghostly wheel with diffuse blue-white spokes revolving around a glowing core. The outer edges of the wheel are faint dots of yellow, pink and blue, with some gaps in between. The bottom right edge is marked by a large 8-pointed star. The smaller galaxies on the left look very different from each other. The top galaxy appears to be constructed of the same yellow, pink, &amp; blue speckles as the larger galaxy’s outer ring, with a similar light blue core. Its shape is less recognizable as a spiral; it looks like a chaotic oval smattering of dots. The galaxy below it glows blueish, but its nucleus and spiral structure are apparent, and we are looking at it face-on. Sprinkled in the black background are specks of pink, blue, yellow &amp; orange, which are distant galaxies.",true,claude-haiku-4-5,v6
52324398856,galaxy,comparison_composite,M 74,M74,true,multiple,Multi-Observatory Views of M74,https://www.flickr.com/photos/nasawebbtelescope/52324398856,2022-08-24 22:18:41,observatory / engineering,"Three-panel composite: Hubble optical (left), Hubble+Webb merged (centre), Webb infrared (right). Same galaxy in different wavelengths.",high,multi observatory views of m74,32,true,jwst|webb|jameswebbspacetelescope|hubble,"New images of the Phantom Galaxy, M74, showcase the power of space observatories working together in multiple wavelengths. On the left, the Hubble Space Telescope’s view of the galaxy ranges from the older, redder stars towards the centre, to younger and bluer stars in its spiral arms, to the most active stellar formation in the red bubbles of H II regions. On the right, the James Webb Space Telescope’s image is strikingly different, instead highlighting the masses of gas and dust within the galaxy’s arms, and the dense cluster of stars at its core. The combined image in the centre merges these two for a truly unique look at this “grand design” spiral galaxy. Scientists combine data from telescopes operating across the electromagnetic spectrum to truly understand astronomical objects. In this way, data from Hubble and Webb compliment each other to provide a comprehensive view of the spectacular M74 galaxy. Read more: <a href=""https://esawebb.org/images/potm2208c/"" rel=""noreferrer nofollow"">esawebb.org/images/potm2208c/</a> Image credits: ESA/Webb, NASA &amp; CSA, J. Lee and the PHANGS-JWST Team. Acknowledgement: J. Schmidt Image description: This image is divided evenly into 3 different views of the same region in the Phantom Galaxy. At left is an optical view taken by Hubble. Arms carved of brown filaments spiral out from a bright galactic core. The arms have pops of pink, which are star-forming regions, and there are blue stars throughout. The middle view contained combined Webb and Hubble data. Lacy red filaments spiraling out of the center of the galaxy are overlaid over a black field speckled with tiny blue stars. The red filaments contain pops of bright pink, which are star-forming regions. Lighter oranges in the red dust mean that dust is hotter. Heavier older stars closer to the center of the galaxy are cyan and green, and contribute to a greenish glow at the core. At right is a mid-infrared image from Webb. Delicate gray filaments spiral outwards from the center. These arms are traced by blue and bursts of pink, which are star-forming regions. A cluster of young stars glow blue at the very heart of the galaxy. ",true,claude-haiku-4-5,v6
52324826014,galaxy,image,M 74,M74,true,MIRI,Webb Inspects the Heart of the Phantom Galaxy,https://www.flickr.com/photos/nasawebbtelescope/52324826014,2022-08-19 20:26:04,observatory / engineering,"Webb MIRI infrared observation of the Phantom Galaxy (M74) showing spiral arms, star-forming regions, and nuclear star cluster. No annotations or composite panels visible.",high,webb inspects the heart of the phantom galaxy,33,true,jwst|webb|jameswebbspacetelescope|hubble|recentbestof,"This image from the James Webb Space Telescope shows the heart of M74, otherwise known as the Phantom Galaxy. Webb’s sharp vision has revealed delicate filaments of gas and dust in the grandiose spiral arms which wind outwards from the centre of this image. A lack of gas in the nuclear region also provides an unobscured view of the nuclear star cluster at the galaxy's centre. M74 is a particular class of spiral galaxy known as a ‘grand design spiral’, meaning that its spiral arms are prominent and well-defined, unlike the patchy and ragged structure seen in some spiral galaxies. The Phantom Galaxy is around 32 million light-years away from Earth in the constellation Pisces, and lies almost face-on to Earth. This, coupled with its well-defined spiral arms, makes it a favorite target for astronomers studying the origin and structure of galactic spirals. Webb gazed into M74 with its Mid-InfraRed Instrument (MIRI) in order to learn more about the earliest phases of star formation in the local Universe. These observations are part of a larger effort to chart 19 nearby star-forming galaxies in the infrared by the international PHANGS collaboration. Those galaxies have already been observed using the Hubble Space Telescope and ground-based observatories. The addition of crystal-clear Webb observations at longer wavelengths will allow astronomers to pinpoint star-forming regions in the galaxies, accurately measure the masses and ages of star clusters, and gain insights into the nature of the small grains of dust drifting in interstellar space. Hubble observations of M74 have revealed particularly bright areas of star formation known as HII regions. Hubble’s sharp vision at ultraviolet and visible wavelengths complements Webb’s unparalleled sensitivity at infrared wavelengths, as do observations from ground-based radio telescopes such as the Atacama Large Millimeter/submillimeter Array, ALMA. By combining data from telescopes operating across the electromagnetic spectrum, scientists can gain greater insight into astronomical objects than by using a single observatory — even one as powerful as Webb! MIRI was contributed by ESA and NASA, with the instrument designed and built by a consortium of nationally funded European Institutes (the MIRI European Consortium) in partnership with JPL and the University of Arizona. This image was processed by ESA. Read more: <a href=""https://esawebb.org/images/potm2208a/"" rel=""noreferrer nofollow"">esawebb.org/images/potm2208a/</a> Image credit: ESA/Webb, NASA &amp; CSA, J. Lee and the PHANGS-JWST Team. Acknowledgement: J. Schmidt Image description: Delicate gray, webby filaments form a spiral pattern winding outwards from the center of the galaxy.  These spiral arms of the galaxy are traced by blue and bursts of pink; these are the regions in which stars are forming. The very heart of the galaxy is colored blue and has speckles, which are young stars, which are forming around the nucleus of the galaxy. ",true,claude-haiku-4-5,v6
52324839010,galaxy,image,M 74,M74,true,multiple,The Phantom Galaxy Across the Spectrum,https://www.flickr.com/photos/nasawebbtelescope/52324839010,2022-08-24 21:41:14,observatory / engineering,"Direct observational image of M74 combining Hubble optical and Webb MIRI mid-infrared data. Galaxy structure, dust, and stellar populations are subjects.",high,the phantom galaxy across the spectrum,34,true,jwst|webb|jameswebbspacetelescope|hubble,"M74 shines at its brightest in this combined optical/mid-infrared image, featuring data from both the Hubble Space Telescope and the James Webb Space Telescope. With Hubble’s venerable Advanced Camera for Surveys (ACS) and Webb’s powerful Mid-InfraRed Instrument (MIRI) capturing a range of wavelengths, this new image has remarkable depth. The red colors mark dust threaded through the arms of the galaxy, lighter oranges being areas of hotter dust. The young stars throughout the arms and the nuclear core are picked out in blue. Heavier, older stars towards the galaxy’s centre are shown in cyan and green, projecting a spooky glow from the core of the Phantom Galaxy. Bubbles of star formation are also visible in pink across the arms. Such a variety of galactic features is rare to see in a single image. Scientists combine data from telescopes operating across the electromagnetic spectrum to truly understand astronomical objects. In this way, data from Hubble and Webb compliment each other to provide a comprehensive view of the spectacular M74 galaxy. Read more: <a href=""https://esawebb.org/images/potm2208b/"" rel=""noreferrer nofollow"">esawebb.org/images/potm2208b/</a> Image credit: ESA/Webb, NASA &amp; CSA, J. Lee and the PHANGS-JWST Team; ESA/Hubble &amp; NASA, R. Chandar Acknowledgement: J. Schmidt Image description: This image shows Webb near-infrared data combined with optical data from Hubble. Lacy red filaments spiraling out of the center of the galaxy are overlaid over a black field speckled with stars. The center of the galaxy glows in a pale color.  The red filaments contain pops of bright pink, and some blue stars are visible in the background.  The red color is dust, lighter oranges in the dust mean that dust is hotter.  The young stars sprinkled through the arms and around the core of the galaxy are blue.  Heavier older stars nearer the center of the galaxy are cyan and green and contribute to its glow.  The pink pops of color are star forming regions. ",true,claude-haiku-4-5,v6
52387608917,galaxy,comparison_composite,IC 5332,IC 5332,true,MIRI,Webb Reveals IC 5332,https://www.flickr.com/photos/nasawebbtelescope/52387608917,2022-09-27 12:57:22,galaxy,"Side-by-side comparison of Hubble (left) and Webb MIRI (right) observations of spiral galaxy IC 5332, showing different wavelength views of the same object.",high,webb reveals ic 5332,45,false,jwst|webb|jameswebbspacetelescope|galaxy|ic5332,"Space, but make it goth! ️ If this new image from Webb’s mid-infrared instrument (MIRI) looks dark and moody, that's because things look different in mid-infrared light than in visible, ultraviolet, or near-infrared light — the wavelengths you may be more used to seeing from Hubble, Webb and other space telescopes. These are the &quot;bones” of galaxy IC 5332, usually hidden by dust. In mid-infrared light, Webb is able to peer through that dust and see the patterns of gas spread throughout the galaxy. Webb only has one instrument that’s able to see in mid-infrared, making MIRI cool in more ways than one. MIRI’s cryocooler, a special refrigerator, helps keep it just a few degrees shy of absolute zero, the lowest possible temperature! This image: Compare Hubble’s combined visible and ultraviolet view (left) with Webb’s mid-infrared view (right) of galaxy IC 5332. Notice how the dark regions of dust between the spiral arms of this galaxy are visible in Hubble’s image but not in Webb’s, as mid-infrared light is able to pass through the dust. Different stars also shine brighter at different wavelengths — so some stars are clearer in Hubble’s view, while others are more visible with Webb. Taken together, these two views provide us a more complete understanding of galaxy IC 5332’s structure and composition. Learn more: <a href=""https://esawebb.org/images/comparisons/potm2209a/"" rel=""noreferrer nofollow"">esawebb.org/images/comparisons/potm2209a/</a> Image description: Side-by-side comparison of galaxy IC 5332 as seen by the Hubble and Webb telescopes. It pieces together the left half of Hubble’s image and the right half of Webb’s image, with a white line separating the two. Each side is labeled. Hubble’s half shows glowing blue stars making up the spiral arms of the galaxy, with dark brown regions of dust in between the arms. Webb’s half resembles gray cobwebs, which are patterns of gas, in the shape of a spiral. Tiny blue dots are scattered throughout, as well as some larger, sparser red dots. The galactic core glows pale yellow on Hubble’s side and blue on Webb’s side. Credit: ESA/Webb, NASA &amp; CSA, J. Lee and the PHANGS-JWST and PHANGS-HST Teams ",true,claude-haiku-4-5,v6
52388530181,galaxy,image,IC 5332,IC 5332,true,MIRI,Webb Reveals IC 5332,https://www.flickr.com/photos/nasawebbtelescope/52388530181,2022-09-22 17:49:14,galaxy,"Direct mid-infrared observation of spiral galaxy IC 5332 by MIRI, showing gas patterns and dust structure.",high,webb reveals ic 5332,46,true,jwst|webb|jameswebbspacetelescope|galaxy|ic5332|recentbestof,"Space, but make it goth! ️ If this new image from Webb’s mid-infrared instrument (MIRI) looks dark and moody, that's because things look different in mid-infrared light than in visible, ultraviolet, or near-infrared light — the wavelengths you may be more used to seeing from Hubble, Webb and other space telescopes. These are the &quot;bones” of galaxy IC 5332, usually hidden by dust. In mid-infrared light, Webb is able to peer through that dust and see the patterns of gas spread throughout the galaxy. Webb only has one instrument that’s able to see in mid-infrared, making MIRI cool in more ways than one. MIRI’s cryocooler, a special refrigerator, helps keep it just a few degrees shy of absolute zero, the lowest possible temperature! Learn more: <a href=""https://esawebb.org/images/comparisons/potm2209a/"" rel=""noreferrer nofollow"">esawebb.org/images/comparisons/potm2209a/</a> [Image description: Image of galaxy IC 5332 as taken by the Webb telescope’s MIRI instrument, resembling gray cobwebs in the shape of a spiral. These “cobwebs” are patterns of gas spread throughout the galaxy. The core of the galaxy glows a dark blue. Stars, seen as tiny blue dots, are scattered throughout the image. There are also sparser, larger red dots spread out among the spiral arms. The background of the image is dark.] Credit: ESA/Webb, NASA &amp; CSA, J. Lee and the PHANGS-JWST and PHANGS-HST Teams ",true,claude-haiku-4-5,v6
